Postnumber;Date;Author;Comment
post-11270;30/07/2015  09:50;Eva;Eines  meiner  verrücktesten  Gerichte:  Schweinsbraten  in  Cola  gekocht.  Das  Fleisch  war  super-zart,  die  Sauce  war  gut  –  nur  wusste  man  halt,  dass  Cola  drin  war,  das  war  irgendwie  merkwürdig.  Ich  hab´s  auch  kein  zweites  Mal  gemacht!  Die  afrikanische  Erdnusssuppe  klingt  gar  nicht  so  verrückt,  sondern  hauptsächlich  sehr  lecker!  Die  kommt  auf  meine  Nachkoch-Liste.  Liebe  Grüße,  Eva
post-11270;30/07/2015  11:00;mareen;Du  hast  absolut  Recht,  manchmal  muss  man  einfach  über  den  Tellerrand  hinaus  schauen  und  ungewöhnlich  klingende  Rezepte  ausprobieren.  Ging  mir  auch  schon  einige  male  so,  dass  ich  zuerst  etwas  skeptisch  war  und  mich  über  so  manche  Zutaten  gewundert  habe,  aber  weil  es  einfach  so  lecker  aussah,  hab  ich  es  dann  doch  ausprobiert  und  war  positiv  überrascht.  Toll  wäre,  wenn  mir  jetzt  noch  ein  Beispiel  einfallen  würde…  ha  ha  …  aber  natürlich  tut  es  das  nicht.  Ich  glaub  mein  Gehirn  schaltet  den  Gedächtnisteil  sofort  aus,  wenn  ich  Beispiel  denke.  Irgend  so  ne  Synapsenfehlschaltung  oder  so  😉  Jedenfalls  sieht  deine  Supper  echt  lecker  aus  und  wird  sicher  nachgekocht.  xo.mareen
post-11270;31/07/2015  09:16;Hauke;Moin  Mia!Ah,  was  eine  schöne  Überraschung!!  Freut  mich,  dass  dir  das  Rezept  gefallen  hat  🙂  Danke  für’s  verlinken  +  die  Fotos  sehen  ja  mal  mega  aus!LG  Hauke
post-11270;01/08/2015  16:52;Karin;Die  werde  ich  auf  jeden  Fall  nachkochen!  Mein  Mann  war  ja  auch  skeptisch  als  ich  ihm  das  erste  Mal  rotes  Thai  curry  mit  Erdnussbutter  in  der  Sauce  vorgesetzt  habe  und  dann  fand  er  es  so  lecker  das  es  nun  sein  Stammgericht  ist  wenn  wir  beim  Thai  essen.  Auch  Erdnussöl  kommt  hier  oft  zu  den  unterschiedlichsten  Gerichten  zum  Einsatz.  LG,  Karin
post-11270;16/08/2015  17:30;Melli;Mittlerweile  würde  es  sich  doch  lohnen,  dass  ich  mir  endlich  mal  Erdnussbutter  kaufe.  Jedes  Mal,  wenn  ich  ein  Rezept  entdecke,  das  eine  kleine  Menge  Erdnussbutter  benötigt,  denke  ich  mir,  dass  es  sich  dafür  nicht  lohnt,  extra  Erdnussbutter  zu  kaufen.  Aber  mittlerweile  habe  ich  so  viele  Rezepte  abgespeichert,  dass  es  sich  doch  lohnen  würde.  Dieses  Rezept  ist  nämlich  auch  auf  meine  ToCook-Liste  gewandert,  da  es  toll  klingt  und  zwar  genau  wegen  Erdnussbutter  und  afrikanisch  😉  LG  Melli
post-11270;02/04/2016  10:50;Maie;…übrigens  wird  Erdnussbutter  bei  uns  gerne  auch  auf  Brot  wie  Butter  benutzt…darauf  dann  wahlweise:  Käse,  Banane,  Honig,  Marmelade…  da  bleibt  kein  Glas  lange  im  Schrank  stehen:)
post-11270;03/04/2016  12:42;Mia  |  Küchenchaotin;Erdnussbutterliebe  <3
post-11270;23/11/2015  11:27;Farina;Das  klingt  SO  lecker,  das  werde  ich  sicherlich  ausprobieren!  LG  Farina
post-11270;05/02/2016  19:04;Fox  Kitchen;Ausprobiert  (auf  meinem  Blog)  und  für  sehr  gut  befunden!
post-11270;07/02/2016  09:26;Mia  |  Küchenchaotin;Haaaa!  Wunderbar!  <3
post-11270;21/02/2016  08:18;Katy  Concis;Fantastico!  Soooo  lecker  und  schneit  gemacht…..mein  afrikanischer  Freund  kniet  vor  mir  🙂
post-11270;22/02/2016  12:47;Mia  |  Küchenchaotin;Ich  freu  mich,  wenn  es  dir  gefällt!  :))
post-11270;27/07/2016  14:37;Vero;Und  nebenbei  ganz  aus  versehen  vegan.  Super!  Habe  es  bereits  oft  gekocht  auch  für  ein  paar  vegane  Freunde.  Kam  super  an.  Danke  danke  danke!
post-11270;23/09/2016  19:57;Heike;Hey,  diese  Suppe  ist  der  Oberhammer!  Soooo  genial!  Hab  sie  ausprobiert,    weil  ich  auch  Asiagemüse  mit  Erdnussbutter  liebe!  Aber  das  toppt  wirklich  alles!  LG  Heike
post-11270;27/10/2016  23:08;Rebecca;Ich  kenne  dein  Rezept  unter  einem  anderen  Namen  mit  etwas  mehr  Aufwand  und  mehr  Zutaten-deine  Version  ist  aber  definitiv  besser!  Wirklich  supersuperlecker!  Ich  habe  Couscous  statt  Reis  genommen,  das  passt  mindestens  genauso  gut!  Vielen  Dank  für  dieses  leckere  und  schnelle  Gericht!  LG  Rebecca
post-11270;16/11/2018  18:59;Lea;Eine  sehr  leckere  Suppe,  die  es  nicht  zum  letzten  Mal  gegeben  haben  wird.  Ich  werde  allerdings  die  Zucchini  nächstes  Mal  durch  klein  geschnittene  grüne  Bohnen  ersetzen.  Die  Zucchini  waren  mir  darin  zu  matschig  und  fad.  Herzliche  Grüße  und  ein  großes  Dankeschön  für  die  zahllosen  Inspirationen  auf  Deinem  Blog.
post-11264;28/07/2015  09:16;Corinne  von  Coco's  Cute  Corner;Liebe  Mia  Das  Brot  sieht  echt  lecker  aus!  Jetzt  weiss  ich,  wieso  ich  mir  so  einen  Topf  anschaffen  sollte.  Alles  Liebe,  Corinne
post-11264;28/07/2015  11:25;Daniela;Jetzt  brauch  ich  nur  noch  einen  gußeisernen  Topf  -o)Liebe  Grüße,  Daniela
post-11264;28/07/2015  11:35;Karin;So  einen  Topf  hätte  ich  auch  mal  gerne  zum  Ausprobieren!  No  Knead  Bread  habe  ich  früher  häufig  gebacken  als  ich  noch  keine  Küchenmaschine  mit  Knetfunktion  hatte.  Habe  das  Brot  dann  immer  in  einer  normalen  Kastenform  gebacken  die  vorher  im  Ofen  auf  250  Grad  aufgeheizt  wurde.  Hat  auch  gut  funktioniert!  LG,  Karin
post-11264;28/07/2015  11:52;solenja;Hach,  das  sieht  ja  herrlich  aus!!!  Und  ich  wollte  das  schon  so  lange  mal  ausprobieren,  ich  scheiter  nur  immer  beim  Topfkauf,  weil  mich  dann  der  große  Geiz  überkommt,  hihi  😀  Aber  bei  den  Bildern  werde  ich  wohl  doch  nochmal  auf  die  Suche  nach  einem  Schnäppchen  gehen!Liebste  Grüße,  Solenja
post-11264;28/07/2015  13:02;Swan;Brot  und  ich  stehe  auch  eher  auf  dem  Kriegsfuß,  aber  da  werde  ich  doch  auch  mal  ausprobieren.  Fehlt  nur  noch  der  gusseiserne  Topf,  aber  der  soll  eh  angeschafft  werden  🙂  Danke  fürs  Rezept!
post-11264;29/07/2015  00:20;Mareen;Ich  liebe  No  Knead  Bread  aus  dem  gusseisernen  Topf.  Das  mach  ich  öfters  mal  und  könnte  dann  das  ganze  frische  Brot  auf  einmal  mit  etwas  gesalzener  Butter  verputzen  😉  Ofennudeln  werden  übrigens  darin  auch  super.  xo.mareen
post-11251;26/07/2015  09:23;Miri;Liebe  Mia,  ich  mag  deinen  Schreibstil  so  gerne.    Allein  der  erste  Absatz…  So  geht  es  mir  auch  ab  und  zu.  Und  dein  Blaubeerkuchen  sieht  definitiv  wie  der  perfekte  Seelentröster  aus.Wünsche  dir  einen  schönen  Sonntag,  Miri
post-11251;26/07/2015  12:39;Paper;Hallo  Mia,stimme  Miri  in  all  ihren  Worten  zu  und  lese  deine  Rezepte  wie  kleine  „Romane“!  Schööön!  Darf  ich  fragen,  wie  groß  die  Backform  sein  sollte?Noch  einen  sonnigen  Sonntag  aus  dem  Rheinland!  Paper
post-11251;26/07/2015  16:46;Alice;–>  Eine  Kuchenform  von  ca  XXxXXcm  ausfetten  …Hmmmm,  dem  Rezept  nach  zu  schließen  könnte  die  Form  ruhig  1  Meter  mal  1  Meter  sein  🙂Geht  ja  aber  nicht  in  die  gängigen  Backöfen.  Aber  wie  groß  ist  sie  nun  für  dieses  Rezept  …  22  x  22  cm,  vielleicht?Danke  für  das  schöne  Rezept,  sieht  himmlisch  aus.
post-11251;26/07/2015  20:51;Anni;Hey!  Bin  grad  auf  der  Suche  nach  einer  Verwendung  für  meine  ganzen  Blaubeeren  auf  dein  Rezept  gestoßen  und  das  klingt  perfekt!  Einzige  Frage:  was  für  eine  Form  sollte  man  benutzen??  Springform?  Kastenform?  Danke  und  schöne  Grüße,  Anni
post-11251;28/07/2015  15:53;Martina;Liebe  Mia,den  Kuchen  werde  ich  auch  probieren!  Ich  liebe  Blaubeeren,  die  erinnern  mich  immer  an  meine  Kindheit,  als  wir  Urlaub  in  Schweden  gemacht  haben!Pinterest-süchtig  bin  ich  leider  auch,  allerdings  habe  ich  das  ganze  im  Moment  ganz  gut  im  Griff  (aber  auch  nur,  weil  ich  Instagram  gerade  erst  entdeckt  habe….)  Welche  Sucht  ist  schlimmer?LG  Martina
post-11251;02/08/2015  16:29;Rainer  Schiborr;Klingt  wirklich  toll.  In  Kleistow  ist  ja  auch  gerade  Blaubeerensaison.  Trotzdem  noch  die  Frage,  wie  groß  bzw.  welchen  Durchmesser  denn  die  Kuchenform  sein  bzw.  haben  sollte???  Würde  mich  sehr  über  eine  Antwort  freuen.Gruß  Rainer
post-11251;02/08/2015  18:39;Birthe;Hallo  Mia,ein  absolut  toller  Kuche.  Letzten  Sonntag  direkt  gebacken.  Meine  Arbeitkollegen  dadurch  gleich  ne  Freude  gemacht,  da  sie  am  Montag,  dann  in  den  Genuß  kamen.  Sobald  die  Butter  weich  ist,  landet  er  gleich  nochmal  in  versuchter  Muffinform  im  Ofen  ^^LG  von  einer  Backverrückten
post-11251;12/08/2015  17:05;natalie;Das  sieht  sowas  von  lecker  aus!  Den  werde  ich  am  Samstag  zu  unserem  jährlichen  Familientreffen  backen!  🙂  Einmal  im  Jahr  treffen  wir  uns  alle  zum  Grillen  (aber  Nachtisch  muss  ja  auch  sein)  mit  mittlerweile  vier  Generationen.  Und  alles  Leckermäuler!  😉Verrätst  Du  bitte  noch,  für  welche  Kuchenform-Größe  das  Rezept  gedacht  ist?  😉  Danke!!  Liebe  Grüße  Natalie
post-11251;23/08/2015  09:51;natalie;Habe  den  Kuchen  nachgebacken  und  bin  begeistert!  Sehr,  sehr  lecker!  Der  wird  bei  uns  ins  feste  Repertiore  aufgenommen.  🙂  Danke  für  das  Rezept!Liebe  Grüße  NataliePS:  Habe  das  doppelte  Rezept  gemacht  und  gehofft,  das  wäre  richtig  für  ein  ganzes  Blech:  jawohl,  passt!  😉
post-11230;24/07/2015  10:25;Tulpentag;Super  Post!  Besonders  der  erste  Shake  ist  voll  nach  meinem  Geschmack  🙂  Und  50g  Eiweiß  sind  mega  viel.  Ich  schaue  auch  drauf,  dass  ich  besonders  an  Sporttagen  viel  Eiweiß  esse.  Diese  Shakes  sind  super,  wenn  mal  vegetarische  Sporttage  angesagt  sind.  Da  finde  ich  es  nämlich  gar  nicht  so  leicht,  alles  abzudecken.  Lieben  Gruß,  Jenny
post-11230;24/07/2015  12:30;Tom;Hallo,  Mit  was  zum  Beispiel  kann  ich  denn  die  Erdnussbutter  im  ersten  Shake  ersetzen?  Der  Shake  hört  sich  sehr  lecker  an,  aber  ich  kann  Erdnüsse  leider  nicht  essen.  Danke  und  Viele  Grüße,  Tom
post-11230;24/07/2015  15:32;Mia  |  Küchenchaotin;Hey  Tom,  Wenn  du  die  Erdnussbutter  ersetzt,  wird  es  natürlich  kein  Erdnussbutter-Kakao-Shake  mehr.  Es  sollte  allerdings  auch  mit  Mandel-  oder  Cashewmuß  funktionieren!  Oder  zur  Not  kannst  du  es  auch  einfach  ganz  weg  lassen  –  dann  sinken  der  Kaloriengehalt  und  der  Eiweißgehalt  allerdings  natürlich  🙂  Um  dem  Quark  etwas  entgegenzusetzen,  solltest  du  dann  allerdings  etwas  mehr  Kakaopulver  und  wahrscheinlich  auch  etwas  mehr  Süße  hinzufügen.  Viele  Grüße,  Mia
post-11230;24/07/2015  12:36;Golfliebelei;Hey,  am  allerliebsten  mit  Mandelmilch,  Mandelmus,  Erdbeere,  Banane  und  Amaranth  und  ein  bisschen  Zimt.  Gerade  eben  aber  auch  sehr  gerne  mit  Gefrorener  Mandelmilcheiswürfeln  😉  macht  jede  Hitzewelle  überlebbar.
post-11230;24/07/2015  14:08;hotfrozenpasta;Wow,  die  Shakes  klingen  richtig  lecker!  Vor  allemd  er  mit  rote  Bete  erinnert  mich  an  einen  Smoothie  von  Innocent,  den  ich  neulich  getrunken  hab.  Konnte  mir  das  erst  überhaupt  nicht  vorstellen,  aber  es  so  lecker  geschmeckt,  dass  ich  gleich  mehr  wollte.  Wird  nachgemacht  🙂  und  ich  finde  es  toll,  dass  du  auch  gesunde  bzw.  ausgewogene  Rezepte  postet,  ganz  klasse!
post-11230;24/07/2015  22:56;David;Tolle  Rezeptideen  für  selbstgemachte  Proteinshakes.  Den  Shake  mit  Erdnussbutter  und  Banane  werde  ich  sobald  wie  möglich  ausprobieren  und  ein  so  hoher  Eiweißgehalt  sogar  ohne  Proteinpulver  ist  wirklich  genial.  Auch  das  Rezept  mit  dem  Mandelmuß  finde  ich  super  und  Mandelmilch  nehme  ich  für  meine  Proteinshakes  meistens,  weil  ich  sie  noch  lieber  mag  als  Kuhmilch.  Bei  dem  Shake  mit  Rote  Beete  lasse  ich  mich  auf  jeden  Fall  mal  überraschen,  da  ich  sie  bisher  noch  nie  in  der  Art  getrunken  habe.
post-11230;25/07/2015  21:35;Rinakatha;Hej  Mia,zuerst:  hört  sich  alles  super  an!!!  Aber  was  hat  es  mit  der  roten  Bete  auf  sich?  Wirklich  eine  ungekochte?  Ist  Wurzelgemüse  nicht  unheimlich  schlecht  zu  verdauen?  Habe  das  jetzt  schon  mehrfach  in  Smoothie  –  Rezepten  gelesen.  LG  Rinakatha
post-11230;03/04/2016  12:56;Mia  |  Küchenchaotin;Hallo  liebe  Rinakatha,  sogar  unbedingt  rohe  Rote  Bete!  Ansonsten  dürfte  das  Rezept  nicht  so  gut  funktionieren.  Ich  persönlich  habe  keine  Probleme  nach  dem  Smoothie  –  gut  püriert  ist  ja  halb  verdaut.  Viele  Grüße,  Mia
post-11230;26/07/2015  09:34;Miri;Hi  Mia,  ich  habe  bisher  nur  meine  Proteinshakes  gepimpt.  Also  neutrales  Eiweißpulver  mit  Milch,  Wasser  und    gefrorenen  Himbeeren  und  etwas  Agavendicksaft  püriert.  Schmeckte  mir  eine  Zeit  lang  sehr  gut,    bis  mir  der  Geschmack  vom  Proteinpulver  zum  Hals  raus  hing.    Daher  finde  ich  deine  Vorschläge  richtig  super!Überhaupt  mag  ich  deine  Fit  &  healthy  Reihe  total  gerne!    Danke  für  all  die  guten  Tipps!Lieber  Gruß,  Miri
post-11230;06/04/2017  21:10;Hannes  Röger;Echt  super  Ideen!  Ich  möchte  sowieso  kein  Pulver  mehr  nehmen,  da  es  echt  nicht  gut  schmeckt.  Sich  selbst  etwas  zusammen  zu  mixen  dauert  vielleicht  etwas  länger  aber  schmeckt  am  Ende  bestimmt  besser  und  ich  weiß  genau  was  drin  ist  🙂
post-11238;25/07/2015  09:13;Clarimonde;Oh  wie  lecker  ♥  Veganes  Mett  ist  echt  was  tolles!  Ich  war  ja  mal  ganz  ehrlich  gesagt  damals  auch  Mett-Fan.  Als  ich  das  erste  mal  veganes  Mett  gemacht  hab  war  ich  erstmal  sprachlos  –  das  ist  sooo  ähnlich.Der  Bruder  von  meinem  Lieblingsmensch  hat  mal  ein  Glas  davon  an  seinen  Großvater  geschickt,  ohne  ihm  zu  sagen,  dass  es  kein  Fleisch  ist  und  der  hat  wohl  bemerkt,  dass  das  Mett  sehr  fein  gewesen  wäre  😀Liebste  Grüße,  Rebecca  😀
post-11238;25/07/2015  19:08;Rike  D;Ohh,  das  klingt  lecker!  Ich  bin  weder  vegan  noch  vegetarisch,  wenn  ich  mich  denn  in  eine  Schublade  stecken  würde,  wäre  es  die  mit  dem  Flexitarier-Schild.  Bestimmt  5  Tage  die  Woche  ess  ich  fleischfrei.  Zudem  bin  ich  immer  auf  der  Suche  nach  Alternativen  zu  industriell  zusammengepanschten  Brotaufstrichen  –  Dein  Reiswaffelmett  kommt  da  wie  gerufen!  Lässt  sich  bestimmt  auch  mit  verschiedenen  Gewürzen  herrlich  abändern  (hab  da  grad  irgendwie  Kümmel  im  Kopf?.Ich  bin  dann  mal  in  der  Küche!Danke  für  das  tolle  Rezept,Ein  schönes  Wochenende  wünscht  DirRikeIch  freu  mich  schon,  es
post-11238;26/07/2015  19:01;Carolin;Ich  find  das  mit  den  Reiswaffeln  ja  so  abgefahren  …  Mett  mag  ich  eigentlich  gar  nicht,  insofern  ist  auch  das  vegane  Mett  für  mich  keine  Alternative.  Trotzdem  finde  ich  es  einfach  total  faszinierend  😀  Liebe  Grüße!
post-11238;10/08/2015  22:40;Mary;Das  habe  ich  auch  schon  ganz  oft  gemacht  und  bin  immer  noch  sehr  begeistert!  Aber  gestern  beim  Brunch,  gabs  dann  doch  mal  wieder  „echtes“  😀  Wenn  Schwägerin  in  Spé  nicht  da  ist  werden  dann  irgendwie  andere  Sachen  aufgetischt^^Liebe  Grüße  Mary
post-11188;21/07/2015  08:47;Susanne  Rebholz;Ich  möchte  dass  die  „essen  &  trinken“  ein  Jahr  lang  zu  mir  kommt  da  ich  auch  seit  Jahren  immer  wieder  das  ein  oder  andere  Heft  gekauft  habe  und  ich  es  immer  wieder  toll  finde  was  für  Tips  und  Anregungen  enthalten  sind.  Danke  für  das  tolle  Rezept  mit  den  Bohnen  🙂  Das  wird  bald  getestet.  Und  danke  für  das  Gewinnspiel!
post-11188;21/07/2015  08:47;Susann  Schiller;Ich  kann  das  Jahresabo  sehr  gut  gebrauchen,  weil  ich  täglich  auf  der  Suche  nach  neuen  Rezepten  bin,  um  mir  und  meinem  Partner  eine  tolle  Mittagspause  zu  bereiten.
post-11188;21/07/2015  08:49;Anja;Ich  brauche  dringend  ein  Essen&Trinken-Abo,  damit  ich  meinen  tristen  Büroalltag  mit  leckeren  und  bunt-kreativen  Köstlichkeiten  aufpeppen  kann!
post-11188;21/07/2015  08:51;Esther;Am  Wochenende  habe  ich  zu  Hause  eine  große  Aufräum-  und  Wegwerfaktion  durchgezogen  –  daher  habe  ich  jetzt  wieder  viel  Platz  für  neue,  schöne  Magazine!!  Und  das  Rezept  werde  ich  gleich  morgen  nachkochen…  🙂
post-11188;21/07/2015  08:53;Katha;Hallo  Mia,  ich  koche  und  backe  so  gerne,  entweder  für  meinen  Blog  oder  wenn  Gäste  zu  Besuch  sind.  Und  um    mehr  Inspirationen  zu  bekommen,  wie  ich  meine  Gäste  kreativ  und  abwechslungsreich  bekochen  kann,  würde  ich  gerne  das  Abo  gewinnen!  Liebe  Grüße,  Katha
post-11188;21/07/2015  08:56;Franzi;Bei  mir  würde  sich  die  Essen&Trinken  sehr  wohl  fühlen,  weil  sie  1.  gute  Begleitung  von  anderen  Zeitschriften  hätte  (jeder  brauch  einen  Kumpel!)  ,  2.  liebevoll  und  ausgiebig  gelesen  werden  würde  und  3.  (unschlagbar)  mit  mir  in  die  Badewanne  dürfte,  denn  da  lese  ich  am  Liebsten  🙂
post-11188;21/07/2015  08:57;Romy;Ui,  schönes  Gewinnspiel!  Die  Zeitschrift  für  ein  Jahr  im  Abo  zu  bekommen,  wäre  eine  tolle  Sache  –  bei  „essen  &  trinken“  finde  ich  immer  wieder  tolle  Rezepte  und  Kochinspirationen.  Die  Bohnen-Linguine  sehen  echt  lecker  aus,  muss  ich  gleich  mal  auf  meine  Nachkochliste  setzen.  Liebe  Grüße,  Romy
post-11188;21/07/2015  08:58;Steph;Hallo  Mia,ich  würde  mich  sehr  über  das  Abo  der  „essen  und  trinken“  freuen,  weil  mir  hin  und  wieder  Rezeptideen  ausgehen  und  ich  es  mag,  Zeitschriften  durchzuwälzen!
post-11188;21/07/2015  09:03;Regina;Mein  Mann  ist  ein  toller  Hobby-  Koch  und  ich  darf  neue  Rezepte  vorschlagen,  die  ich  wunderbar  aus  der  essen  &  trinken  nehmen  könnte.
post-11188;21/07/2015  09:05;Birgit;Huhu  Mia,  die  „essen  &  trinken“  würde  sich  bei  mir  sehr  gut  machen,  weil  ich  sie  immer  wieder  zur  Hand  nehmen  würde,  darin  blättern  und  mich  inspizieren  lassen  und  nachkochen  würde….ich  mache  das  schon  lange  und  auch  die  „essen  &  trinken“  würde  gut  dazu  passen….das  eine  oder  andere  Heft  kaufe  ich  mir  schon….aber  es  gibt  einfach  zu  viele  Hefte,  da  muss  man  sich  dann  schon  entscheiden….Die  Bohnen  probiere  ich  auch  gerne  🙂  GGlG  Birgit
post-11188;21/07/2015  09:05;Carla;Die  Nudeln  sehen  wirklich  lecker  aus,  wie  gut,  dass  ich  noch  Bohnen  übrig  habe  🙂  Ein  Jahresabo  wäre  für  mich  super,  weil  ich  noch  überhaupt  kein  Food-Magazin  abonniert  habe  –  das  darf  doch  eigentlich  nicht  sein  😉  So  gern  ich  auch  Blogs  lese,  das  Eselsohren-Machen  wie  in  einem  Heft  geht  da  nun  mal  einfach  nicht.  Liebe  Grüße,  Carla
post-11188;21/07/2015  09:06;Dana  Backmann;Ich  liebe  es  in  Kochzeitschriften  zu  blättern  und  neue  Sachen  auszuprobieren.  Die  „essen  &  trinken“  gehört  dabei  zu  meinen  Favoriten  und  ich  würde  mich  tierisch  freuen,  wenn  sie  dann  auch  direkt  zu  mir  nach  Hause  käme.
post-11188;21/07/2015  09:06;Anna;Ich  würde  mich  wahnsinnig  über  das  Jahresabo  freuen,  da  ich  leidenschaftlich  gerne  mit  meinem  Freund  koche  und  ins  hin  und  wieder  die  Inspiration  und  auch  die  Zeit  fehlt,  um  ein  neues  Rezept  zu  finden,  dass  uns  beide  interessiert  (Er  liebt  Fleisch  –  ich  esse  vegetarisch).  Mit  einer  Zeitschrift  wäre  das  Problem  gelöst.  Einmal  durchblättern  und  es  ist  immer  etwas  dabei  🙂
post-11188;21/07/2015  09:10;Tina  von  LECKER&Co;Liebe  Mia,uuuuuuuunbedingt  brauche  ich  dieses  Abo,  damit  ich  meinem  Freund  dieses  Heft  mit  den  markierten  Rezepten  in  die  Hand  drücken  kann  und  er  auch  mal  was  für  mich  kocht!  🙂Super  lecker  sieht  dein  Essen  wieder  aus  *yummy*Liebste  Grüße,  Tina
post-11188;21/07/2015  09:15;Eva  Busemann;Die  „essen  &  trinken“  soll  ein  Jahr  lang  zu  mir  kommen,  weil  auch  ich  mit  der  Zeitschrift  Kindheitserinnerunven  verbinde.  Meine  Mama  hatte  jahrelang  ein  Abo  und  ich  habe  immer  gerne  mit  ihr  da  gesessen  und  in  alten  Heften  geblättert.  Jetzt,  da  ich  ein  Jahr  Elternzeit  habe  und  endlich  mal  mehr  Zeit  zum  Kochen  hab,  würde  sich  das  Abo  für  mich  auch  mal  lohnen.
post-11188;21/07/2015  09:15;Maria;VOGUE,  Harper’s  BAZZAR  und  ähnliches  würden  bei  mir  wahrscheinlich  ungelesen  liegen  bleiben…  dafür  kann  ich  nie  genug  Kochmagazine  haben!  Über  das  Jahresabo  von  ‚essen&trinken‘  würde  ich  mich  sehr  freuen  –  das  Magazin  sieht  jetzt  wirklich  frisch  und  spannend  aus,  daraus  würde  ich  mir  gerne  kulinarische  Inspirationen  holen!Alles  Liebe,  Maria
post-11188;21/07/2015  09:18;Benjamin;Ich  würde  auch  sehr  gerne  nochmal  „Essen  und  Trinken“  lesen,  nachdem  mir  früher  die  Rezepte  oft  zu  aufwändig  waren  (zu  viele  seltene  Zutaten).  Es  gab  dann  doch  immer  zwei,  drei  praktikable  Rezepte,  aber  das  Abo  habe  ich  trotzdem  irgendwann  gekündigt,  da  die  Quote  zu  schlecht  (für  mich!)  war.Die  Änderungen  klingen  sehr  gut  –  also  ich  würde  mich  riesig  über  ein  Jahresabo  freuen  🙂
post-11188;21/07/2015  09:19;Tanja;Hallo  Mia,  ich  liebe  es  auf  deinem  und  anderen  Blogs  zu  stöbern,  aber  wenn  ich  selbst  koche  finde  ich  ein  „richtiges“  Kochbuch  oder  eine  tolle  Zeitschrift  neben  dem  Herd  irgendwie  immer  noch  perfekt.  Daran  merkt  man  vermutlich,  dass  ich  schon  über  30  bin…  😉  Über  das  Jahresabo  würde  ich  mich  deswegen  riesig  freuen!  Liebe  Grüße,  Tanja
post-11188;21/07/2015  09:21;Isa;Bisher  fand  ich  die  essen  und  trinken  nicht  so  Spannend,  die  Aufmachung  passte  nicht  zu  mir.  Gerne  lasse  ich  mich  vom  Gegenteil  überzeugen.  Ich  würde  mich  über  ein  Jahresabo  freuen.
post-11188;21/07/2015  09:23;Sandra;Hallöchen!Ich  könnte  das  Magazin  als  Inspirations-Quelle  für  meinen  eigenen  Blog  super  gebrauchen  🙂Viel  Grüße  aus  Berlin
post-11188;21/07/2015  09:27;sunny;Ich  fände  es  traumhaft,  wenn  ich  die  „essen  und  trinken“  nach  Hause  geliefert  bekomme.  So  spare  ich  mir  den  Weg  zum  Zeitschriftenhändler  und  spare  mir  jede  Menge  Zeit  vor  dem  Regal  mit  soo  vielen  verschiedenen  Zeitschriften  um  die  passende  für  mich  zu  finden.  Diese  Zeit  kann  man  doch  schon  wieder  in  der  Küche  verbringen  oder  es  sich  mit  der  neuesten  Ausgabe  und  einem  leckeren  Getränk  auf  der  Couch  gemütlich  machen  🙂
post-11188;21/07/2015  09:30;Lena;Liebe  Mia,die  Bohnen-Linguine  sehen  wirklich  großartig  aus.  Für  meinen  #pastaforingeborg  bin  ich  immer  auf  der  Suche  nach  neuen  und  spannenden  Pasta-Gerichten  die  schnell  und  leicht  zubereitet  sind.  Ich  finde  es  toll,  wenn  Zeitschriften  den  Mut  haben,  sich  zu  verändern  und  mit  der  Zeit  zu  gehen.  Das  schaffen  leider  nicht  alle.  Deshalb  würde  ich  mich  sehr  über  das  Abo  freuen,  bin  gespannt,  was  es  neues  zu  entdecken  gibt.Liebe  Grüße,  Lena
post-11188;21/07/2015  09:31;Jana;„essen  &  trinken“  hält  Leib  und  Seele  zusammen  –  hat  jedenfalls  mein  Opa  immer  behauptet  und  um  zu  testen  ob  er  damit  richtig  lag,  würde  ich  so  ein  Abo  sehr  sehr  gerne  „gewinnen  &  lesen“  damit  ich  dann  entspannt  und  vollgefuttert  wohlig  murmeln  kann:  Jau,  Recht  gehabt  hat  er,  der  Opa  –  und  die  Küchenchaotin  erst  recht!  🙂
post-11188;21/07/2015  09:32;regina;Liebe  Mia,  Ich  bin  ganz  neu  unter  die  (hobby)Köche  gegangen  und  brauche  Inspiration.  Ich  würde  mich  super  freuen  ein  jahr  lang  inspiriert  zu  werden  🙂  lg  regina
post-11188;21/07/2015  09:35;Lisa;Halli  Hallo,bei  mir  würde  die  Zeitschrift  super  zum  Einsatz  kommen.  Bisher  habe  ich  noch  nicht  allzu  viele  Erfahrungen  am  Herd  gesammelt,  doch  Studium  und  eigene  Wohnung  werden  dies  in  Zukunft  ändern.  essen  &  trinken  wäre  eine  tolle  Hilfe.Liebe  Grüße
post-11188;21/07/2015  09:37;Friesi;Tatsächlich  ist  die  Essen  und  Trinken  die  einzige  Zeitschrift,  aus  der  immer  alle  nachgekochten  Rezepte  schmecken.  Ok,  ich  wandel  ja  gerne  etwas  ab,  aber  die  Ergebnisse  sind  immer  top.  Das  neue  Design  muss  ich  mir  mal  angucken,  bin  gespannt.  Und  das  Pastagericht  gibt  es  am  nächsten  verregneten  PastaFreitag  🙂
post-11188;21/07/2015  09:48;Gesine;Ich  liebe  Essen,  ich  liebe  kochen  und  ich  bin  daher  verrückt  nach  immer  neuen  Rezepten.  Die  „essen  &  trinken“  könnte  die  Rezeptsammlung  erheblich  erweitern  und  neue  Impulse  geben!
